sep=	
"Question:"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"
"‡ = small sample size"	
"[1]: = not available due to small sample size"	
"[2]: = missing value"	
"Note:"	""
"Source of Data:"	"NA"
"Last update:"	"NA"
"Hyperlink to the variable:"	"NA?plot=heatMap&topic=&question=fa1_3&superSubset=1&subset=AllSubset&subsetValue=01. All"
"General Disclaimer of the FRA website:"	"NA"
"Code:"	"fa1_3"
"Subset Value:"	"All"
""
"CountryCode"	"question_code"	"question_label"	"subset"	"answer"	"percentage"	"notes"
"Estonia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	21	"‡"
"Estonia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	10	"‡"
"Estonia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	4	"‡"
"Estonia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	2	"‡"
"Estonia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	6	"‡"
"Estonia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	8	"‡"
"Greece"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	49	""
"Greece"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	19	""
"Greece"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	11	""
"Greece"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	"‡"
"Greece"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	4	"‡"
"Greece"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	3	"‡"
"Greece"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	8	""
"Spain"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	46	""
"Spain"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	22	""
"Spain"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	12	""
"Spain"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	4	"‡"
"Spain"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	3	"‡"
"Spain"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	5	""
"Spain"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	7	""
"Finland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	45	""
"Finland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	25	""
"Finland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	13	""
"Finland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	""
"Finland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	2	"‡"
"Finland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	5	""
"Finland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	5	""
"France"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	52	""
"France"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	24	""
"France"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	10	""
"France"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	4	""
"France"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	3	""
"France"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	3	""
"France"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	4	""
"Croatia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	43	""
"Croatia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	28	""
"Croatia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	10	"‡"
"Croatia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	"‡"
"Croatia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	2	"‡"
"Croatia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	4	"‡"
"Croatia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	8	"‡"
"Hungary"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	40	""
"Hungary"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	22	""
"Hungary"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	18	""
"Hungary"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	4	"‡"
"Hungary"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	2	"‡"
"Hungary"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	5	"‡"
"Hungary"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	10	""
"Ireland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	54	""
"Ireland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	17	""
"Ireland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	13	""
"Ireland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	"‡"
"Ireland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	3	"‡"
"Ireland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	3	"‡"
"Ireland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	4	"‡"
"Italy"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	44	""
"Italy"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	22	""
"Italy"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	13	""
"Italy"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	""
"Italy"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	3	""
"Italy"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	6	""
"Italy"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	7	""
"Lithuania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	33	""
"Lithuania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	22	""
"Lithuania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	11	"‡"
"Lithuania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	8	"‡"
"Lithuania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	6	"‡"
"Lithuania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	10	"‡"
"Lithuania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	11	"‡"
"Luxembourg"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	44	"‡"
"Luxembourg"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	10	"‡"
"Luxembourg"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	4	"‡"
"Luxembourg"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	13	"‡"
"Luxembourg"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	15	"‡"
"Luxembourg"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	0	"‡"
"Luxembourg"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	14	"‡"
"Latvia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	47	""
"Latvia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	19	"‡"
"Latvia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	20	"‡"
"Latvia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	1	"‡"
"Latvia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	2	"‡"
"Latvia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	6	"‡"
"Latvia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	5	"‡"
"Malta"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	50	"‡"
"Malta"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	26	"‡"
"Malta"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	2	"‡"
"Malta"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	16	"‡"
"Malta"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	5	"‡"
"Malta"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	0	"‡"
"Malta"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	2	"‡"
"Netherlands"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	48	""
"Netherlands"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	26	""
"Netherlands"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	11	""
"Netherlands"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	"‡"
"Netherlands"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	2	"‡"
"Netherlands"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	4	"‡"
"Netherlands"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	4	"‡"
"Poland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	42	""
"Poland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	25	""
"Poland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	13	""
"Poland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	""
"Poland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	1	"‡"
"Poland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	5	""
"Poland"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	9	""
"Portugal"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	42	""
"Portugal"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	26	""
"Portugal"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	8	"‡"
"Portugal"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	6	"‡"
"Portugal"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	4	"‡"
"Portugal"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	9	"‡"
"Portugal"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	6	"‡"
"Romania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	35	""
"Romania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	24	""
"Romania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	13	""
"Romania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	"‡"
"Romania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	5	"‡"
"Romania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	7	"‡"
"Romania"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	10	""
"Sweden"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	41	""
"Sweden"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	27	""
"Sweden"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	11	""
"Sweden"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	"‡"
"Sweden"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	3	"‡"
"Sweden"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	7	"‡"
"Sweden"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	6	"‡"
"Slovenia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	36	"‡"
"Slovenia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	31	"‡"
"Slovenia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	19	"‡"
"Slovenia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	6	"‡"
"Slovenia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	0	"‡"
"Slovenia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	2	"‡"
"Slovenia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	5	"‡"
"Slovakia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	44	""
"Slovakia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	20	""
"Slovakia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	16	""
"Slovakia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	6	"‡"
"Slovakia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	4	"‡"
"Slovakia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	2	"‡"
"Slovakia"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	8	"‡"
"United Kingdom"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	49	""
"United Kingdom"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	23	""
"United Kingdom"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	11	""
"United Kingdom"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	""
"United Kingdom"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	2	"‡"
"United Kingdom"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	5	""
"United Kingdom"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	5	""
"Average"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Once"	45	""
"Average"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Twice"	24	""
"Average"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Three times"	12	""
"Average"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Four times"	5	""
"Average"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Five times"	3	""
"Average"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"Six to ten times"	5	""
"Average"	"fa1_3"	"How many times did somebody physically/sexually attack or threaten you with violence in the last 12 months?"	"All"	"More than ten times"	6	""
